,distance,patent_number
16672,0.7216258204827961,10327904
16359,0.7216483439146025,10339426
7284,0.721667613756352,10332183
17029,0.7217441408765939,10348642
739,0.7217441408765939,10348642
362,0.7217553163913896,10331729
6664,0.7217554842558978,10318216
1198,0.7218156943783485,10346094
17219,0.7218294212092271,10348605
6692,0.7218317787133518,10056960
2032,0.721852740092741,9582259
16869,0.7218863143312679,10172169
2314,0.7218863143312679,10172169
8933,0.7219086649033826,9509670
16753,0.7219233222907182,10332372
17023,0.7219397367460132,9628387
23367,0.7219574724769291,10309740
13,0.721990252981791,10349398
19137,0.7220058991703515,10321907
6299,0.7220139014247974,10347296
25321,0.7220280451097824,9870429
7977,0.7220587789339196,9756549
4383,0.7220603936661789,10355365
7733,0.7221190198415144,10352496
21693,0.7221500719880224,10318940
18793,0.722165271956908,10313217
9796,0.722173392758642,9693284
13656,0.7221920010510164,10078135
7189,0.7222058473189996,9924439
19757,0.7222151259976275,10066982
15269,0.722229994835162,10321547
21507,0.7222529046944879,10347369
15839,0.7222741741639014,10311395
8059,0.7222942155785022,10318200
22619,0.7223653205723786,10342467
6531,0.722384151318066,9642027
4758,0.7223867830486892,10323509
1353,0.7224548437307747,9615264
1352,0.7224548437307747,9794797
3968,0.7224804750139067,10321275
17551,0.7224864979307256,9922254
998,0.7224930335361543,10346541
999,0.7224930335361543,10346541
1044,0.7224930335361545,10346749
17699,0.7224930335361545,10346749
8497,0.7225032394997764,9820333
15917,0.7225035655743237,10320330
22704,0.7225162375538772,10346506
19951,0.722520399985513,10346604
17873,0.7225465622493192,10333047
19981,0.7225465622493192,10345289
9699,0.7225849462064631,10256881
19624,0.7225869359904117,10332121
6234,0.722591805139261,10349233
1539,0.7226238950336559,10341989
23579,0.7226243188362003,10347154
3468,0.722651377096623,10332933
19993,0.722651377096623,10347309
16326,0.7226736940467804,9419829
24722,0.7226751351267426,10321972
13689,0.7226869630765946,10347036
23826,0.7226963881359028,9538768
7821,0.7226963881359028,10314290
463,0.7227077580103148,10346999
7807,0.7227622807707073,10348451
7984,0.7228120002000538,10311482
6194,0.7228120002000538,10311482
24393,0.7228120002000538,9883298
24392,0.7228120002000538,9510113
16139,0.7228330542861725,10338844
12894,0.7228345692357969,9491051
14223,0.7229040824802995,10349632
16772,0.7229040824802995,10306880
1324,0.7229205327835276,10338135
18402,0.7229591067371288,10306029
19193,0.7229983363907544,10306219
2201,0.7230045492756914,9398437
9029,0.723064162515569,10348642
22714,0.7230760297532832,10314977
1881,0.7230782027588549,10339328
13158,0.7231115502572112,10313948
13159,0.7231115502572112,10264500
18399,0.7231306637214616,9900243
22926,0.7231900574675543,10324177
22007,0.7231900574675543,10318921
21093,0.7231909439070325,10311400
24464,0.7231909439070325,10327617
24151,0.7232099694510599,10355013
23132,0.7232256197433635,10338868
19077,0.7232256197433635,10318408
3223,0.7232545821838775,10250272
15759,0.7232807313903122,10311920
21663,0.7232819243312383,10339595
9688,0.723297814120113,9847889
18918,0.723317533279226,10324157
22939,0.7233278366824436,10311395
16659,0.7233287181540449,10352564
16414,0.7233287181540449,10350138
1688,0.7233322157972839,10347037
18763,0.7233322157972839,10347037
21654,0.7233535906707618,10339589
18809,0.723353590670762,10325279
16182,0.7233607595836437,10348798
659,0.7233672130710854,10178711
16177,0.7234197208320664,9552140
17542,0.7234604279332095,10332149
9627,0.7235235224568068,10234305
22889,0.7235468810495262,10311410
4126,0.723581829191359,10346827
21664,0.7236059156129966,10346541
10054,0.7236337384845614,9509792
19539,0.7236471599888111,10311662
7963,0.7236495140895157,10142281
7964,0.7236495140895157,9787628
16438,0.7236745647894094,10338580
14419,0.7237153320293281,10333620
4077,0.7237517650012912,9465952
23273,0.7237692593899627,10347058
23272,0.7237692593899627,10347058
4427,0.72382502222725,10353483
1086,0.723835824475636,10346376
1119,0.723835824475636,10346431
17904,0.7238460439774633,9497580
3757,0.7238976021795833,10339123
19094,0.7239256987810054,10331772
19231,0.7239836630974601,10338064
21054,0.7240155992255943,10322330
13908,0.7240199184754577,10339004
13907,0.7240199184754577,10339004
4198,0.7240388074167774,10326488
11038,0.7240475855884598,10317891
7734,0.7240515754502246,10332849
15918,0.7240662668458332,9916673
21984,0.724088421510473,9635696
24051,0.7241176061545002,9516002
16824,0.7241226892757635,9509670
2269,0.7241226892757635,9509670
10084,0.7241248718566786,10347163
3599,0.7241248718566786,10154932
5141,0.7241399342037316,9888214
11257,0.724301035630152,10354127
17594,0.7243261995420966,10343069
213,0.7243279676681588,10347108
5663,0.7243561792406658,10347136
17468,0.7244105414131445,10333198
3842,0.7244139648117542,10339455
1751,0.7244139648117542,10347016
16089,0.7244297597848981,9734457
9009,0.7244436621162031,9924345
11209,0.7244488477125536,10313769
23918,0.7244488477125537,9900079
22331,0.7244654489483632,10333731
4729,0.7244681815184633,10349368
423,0.7244932763638331,9326359
20732,0.7245189894835538,10314546
23037,0.7245526247548653,10338571
24689,0.7245738606565685,10069899
20679,0.7245857501065607,10007325
20643,0.7245862798083418,10346999
1618,0.7245898830250652,10256933
8873,0.7245921559124482,9794880
24641,0.7246304755981701,9986522
24642,0.7246304755981701,9516698
17134,0.7246420816242812,10347064
20644,0.7246675017387474,10347021
9097,0.724687345364853,10347075
10868,0.7246926201108106,9779112
21147,0.724733104636088,10310464
13773,0.7247508142539321,9800493
18034,0.7247613538658628,10310500
18033,0.7247613538658628,10310499
1133,0.7248397451440998,9491051
4303,0.7248482427013017,10319200
4068,0.7248598266688022,10346506
4151,0.7248744373940452,9774534
20963,0.7249257032777197,10244468
4533,0.7249257032777197,10327984
23339,0.7249704988221057,10315851
11309,0.7249802482103276,9721068
11264,0.7249851901476401,10348684
20931,0.7249853716927591,10336353
7138,0.7250258781022079,9826558
2392,0.7250647438648883,9641994
21199,0.7250716757287535,9961513
21198,0.7250716757287535,10334407
11043,0.7250807132474457,10354441
667,0.7251041450913635,10349069
14224,0.7251781965323139,10116679
1716,0.725198862720339,10348379
3429,0.7252144863039229,10311956
22034,0.7252171989310909,9596347
15074,0.7252282915306197,9591336
4123,0.7252631507252738,10230575
17438,0.7252631507252738,10230575
17069,0.7252663125369746,9787350
22589,0.725320808421952,9506763
22384,0.725322964787659,9433011
1789,0.7253297885558142,9474011
3128,0.7253484199307956,10346475
10621,0.7254217077135465,9692435
21043,0.7255082843169628,10326617
13432,0.7255176127385299,9307350
19422,0.7255342291509741,10330957
22312,0.7255857463135414,10343818
17991,0.7255857463135416,10321711
22216,0.7256075136912763,10317897
23569,0.7257199364677351,10347374
17341,0.7257555318834006,10310477
2033,0.7257744988385545,9934020
2034,0.7257744988385545,9952851
4127,0.7257800677493156,10348665
2942,0.7257800677493156,10346846
2049,0.7257809574202785,10331772
21649,0.7257853613356295,10349117
1867,0.7257926598328882,9946811
18682,0.7258154726197047,10251083
23824,0.7258181026771966,10349680
23823,0.7258181026771966,10342263
11732,0.7258275857471679,9432854
12798,0.7258761229621038,9710961
19867,0.7258964145017363,10348507
19202,0.7258980876234298,9729644
25291,0.7259039006620782,10339804
19911,0.7259096450703895,10321275
12289,0.7259244865606356,10341827
1868,0.7259271719591663,9612742
1373,0.725927975868212,10346390
12868,0.7259321916135334,10327117
4763,0.7259390565224009,10329557
829,0.7259428748124211,10313719
3074,0.7259428748124211,10313719
4128,0.725949187020959,10325253
19336,0.7259760633195192,10308360
6138,0.725978853077198,10078126
23563,0.7259840742682604,10339122
16274,0.7259856538025234,9582166
17726,0.7259874657360127,10349375
424,0.7259977870538498,10324305
4368,0.7260107113652416,10284689
5863,0.7260107113652416,10284689
5864,0.7260107113652416,9516141
4369,0.7260107113652416,9516141
12201,0.7260126372677995,10338844
18936,0.7260302026641888,10349030
23767,0.7260304171911268,10349033
19063,0.7260342445932879,10348793
3997,0.7260716604639967,10311956
17449,0.7260749019388508,9733960
4907,0.7260869323883168,9585113
7127,0.7260869323883168,9585113
23687,0.7261018834885598,9571974
20659,0.7261103161392404,10347037
19064,0.7261138230526887,10339750
19277,0.7261165887167933,9888050
21773,0.7261173124205531,10325177
23447,0.7261252782222676,10349507
16897,0.7261471818566836,10333604
14994,0.7261602998546977,9706349
21837,0.7262593832326762,10315851
12859,0.7263192042176653,10219139
18284,0.7263203276202916,9509827
1694,0.7263530040983301,10339122
16196,0.7263549510376233,10341212
16439,0.7263670143937375,10319007
18968,0.726385585710792,10339589
3923,0.7264337978814394,9294830
10043,0.7264355338351733,9612742
24987,0.7264575250866661,10331920
14614,0.7264841537836493,9933855
18822,0.7265361294496547,10335964
1869,0.7265389043182636,10339479
1747,0.7265389043182637,10339112
24619,0.7265514257532517,10346827
20491,0.726566268998491,10325743
20968,0.7266335456313953,10235850
20969,0.7266335456313953,10013858
12496,0.7266387528028473,10339208
1234,0.7266422750793999,9880017
1229,0.7266422750793999,9880017
18929,0.7267105623140317,10346827
9019,0.7267117909944314,10355615
24804,0.7267248985135277,10348136
21508,0.7267812814908132,10340039
6328,0.726801488647129,10320474
22332,0.7268088298879823,10327904
25049,0.7268306861114036,10220314
16033,0.7268524744693488,10346765
16536,0.7268631919477753,9509827
8848,0.7268675651430826,9820142
2087,0.7268872032187308,10338772
15622,0.7269153639816901,9710484
9988,0.7269276692633149,9503466
11143,0.7269463277257944,9977634
15671,0.7269480377533571,10028309
21962,0.727089762678638,9858595
13858,0.727098102204704,9928309
21994,0.7271283160800343,9887755
708,0.7271567682574431,10333875
2778,0.7271567682574431,10333875
23757,0.7272076036156336,10330724
21087,0.7272076036156336,10330724
24398,0.7272168716120869,10347985
22891,0.7272229970306663,10332036
2088,0.7272357613742695,9648155
3319,0.7272359057959461,9543475
17174,0.7272359057959461,9543475
22719,0.7272658946726501,9949065
23551,0.7272748434778352,10347026
23552,0.7272748434778352,10347026
23148,0.7272850367702279,10347037
21858,0.727285250631073,10341610
14722,0.7272992642631442,10315492
13287,0.727370229829461,10346134
20354,0.7273842412042071,10324434
10622,0.7274250636305051,9397678
23681,0.727431112435595,10311642
6839,0.7274314270310114,10349233
1394,0.7274359556712185,10311471
5242,0.7275066338669185,10129841
22306,0.7276545218937689,10317310
22307,0.7276545218937689,10317309
23618,0.7276976629588314,10306687
17741,0.7277016772218108,9696903
22053,0.7277316337444368,10335787
19457,0.7277316337444368,10323800
214,0.7277353288570056,10339782
18253,0.7277370877748291,10104681
21217,0.7277743493107693,10339318
363,0.7277897950660099,10348971
11389,0.7278013610962084,9871776
21899,0.7278162143867641,10352732
17493,0.7278297153115444,10198582
9854,0.7278297153115444,10346811
1504,0.7278897732631116,9942533
16879,0.7278944065919266,9736647
20364,0.7279492922724303,9516395
709,0.7279612181997888,10332516
2779,0.7279612181997888,10332516
24027,0.7279792664853751,10311521
10134,0.7279908702953195,9449154
15174,0.7279912398804832,10319185
813,0.7279991853860143,10346391
3013,0.7279991853860143,10346391
10911,0.7280036627095544,9928575
16537,0.7280080670097924,10349211
7071,0.7280379775418115,9712951
8849,0.72804179991612,9438499
24284,0.7280449258574724,10326644
7204,0.7280507717930633,10349216
16704,0.7280627413651801,10315770
4304,0.7280627413651801,10349927
16389,0.7280713199195112,9402216
19534,0.72811039408822,10346841
10749,0.7281119239425298,10336393
19367,0.7281119239425298,9981107
18944,0.7281253919973769,10311270
19904,0.7281413596164278,9762189
16327,0.728166812322675,9721003
24227,0.7281745223044651,10322777
22171,0.7281745223044651,10311758
18584,0.7282003424348387,10340745
18794,0.7282201794164547,10318965
2369,0.7282403088171063,9419946
16773,0.7282512472418029,10334820
21418,0.7282790170862368,10326025
1073,0.728306070661527,10347217
23938,0.7283091460119917,9930240
18254,0.7283536123817744,9425872
5664,0.7283993627910055,9654200
15039,0.7284261409752545,9571974
8661,0.7284710689787564,10345961
13826,0.7285105255133117,10348447
20716,0.7285920728764455,10307603
25003,0.7285920728764456,10330578
22667,0.7286073887763106,10306738
2943,0.7286369633737044,10311728
12869,0.7286514681847585,9924550
7376,0.7286650508162515,9294983
1068,0.7286658490473088,10348914
1063,0.7286658490473088,10348914
23258,0.7286696303288325,10347236
16604,0.728686923052299,10334984
16208,0.728687248082611,10346391
14317,0.7287321228137313,10330957
16178,0.7287439546037623,RE47510
2168,0.7287439546037623,10353980
22998,0.7287527455663139,10354460
23813,0.7287697289828662,10348607
16884,0.7287802959825755,10142455
25292,0.7287841040187564,10306411
25226,0.7287841040187565,10306094
21838,0.7287848238455915,10347374
22691,0.7287873329191543,10306437
23187,0.7287988506490292,10347217
19846,0.7288013509289432,9451529
614,0.7288222652053189,10345803
613,0.7288222652053189,10345803
19194,0.7288789532605608,10302970
21269,0.7288812660452595,10345446
22793,0.7288963762577649,9488485
9347,0.7288984324918137,10098159
22987,0.7289033699626433,10307074
314,0.7289093366992598,10325082
17469,0.7289132529163125,10355749
16409,0.7289139379952159,10354222
16049,0.7289139379952159,10352602
22629,0.7289533309883381,10340370
447,0.7289533309883381,10319858
21918,0.7289548931782499,10248215
19088,0.7289548931782499,10248215
15627,0.7290216144374493,10342047
19378,0.7290540038972162,10325717
21449,0.7290540038972162,10336327
3816,0.7290937316978139,10306868
3122,0.7291634216263533,9984076
14492,0.7291971472603247,10339671
20133,0.7292071272173644,10235850
20132,0.7292071272173644,10013858
11568,0.7292236763026982,9800506
261,0.7292272977408869,10343770
272,0.7292272977408869,10343774
563,0.7292432712735158,10349498
564,0.7292432712735158,9900967
11144,0.7292620678950019,10349224
3392,0.7292671743422343,10324300
7062,0.7293453279465334,10341700
21466,0.7293761460439784,10349123
21467,0.7293761460439784,10349123
16718,0.7294442873688648,10350343
3958,0.7294556908906895,10341562
19379,0.7294565453829682,10264459
2629,0.7294639282786308,10347167
694,0.7294639282786308,10347167
3314,0.729474975869,10346986
6822,0.7294977274296213,9332563
16634,0.7295254223694793,10327984
20964,0.7295254223694794,10350411
22156,0.7295502874764028,10354507
8498,0.7295609792073725,10348971
21094,0.7295888500178884,10335952
17417,0.7295907831021586,10317891
1619,0.729613732696289,10355336
24822,0.7296234305382889,10354014
6603,0.7296671628963026,9582242
2374,0.7296998760939042,10347358
18197,0.729740668333714,10327987
22283,0.7298112620677946,10237079
20582,0.729829896649657,9558660
15312,0.7298817189859077,10333060
19978,0.7298817189859077,7367901
13586,0.7298862896404117,10007325
24233,0.7299479080391186,10325215
1354,0.7299707290034866,10318546
13423,0.7299842932431339,9801097
1984,0.7299984113800662,9667425
13763,0.729998564646805,10110332
19278,0.7300210824355828,10352087
20858,0.7300361019621027,10319037
3238,0.7300453526175319,9417320
23768,0.73005998519956,10346986
8183,0.7300744090988991,9417320
7907,0.7300972207870059,10348245
1168,0.7301086472457852,10142354
21044,0.730139764164073,10313447
15609,0.7301442206913268,10346042
19753,0.7301586517701397,10347167
674,0.7301992427293632,9667501
11642,0.7302197533127801,10335952
19868,0.7302297308522678,9654975
4339,0.7302343836392221,10315851
5884,0.7302343836392221,10315851
23668,0.7302572147601103,9710961
19486,0.730345695167125,10340443
1517,0.7303459432458079,10348809
3726,0.7303604757433182,10349022
2709,0.7303917960970217,10320732
2876,0.7304370745098289,10230575
24978,0.7304481237205619,10349507
21548,0.7304540859387125,9685045
10044,0.7304604001269235,10313199
21061,0.7304691732044082,10327688
12694,0.7304858750395736,10356192
2448,0.7304987286051572,10110332
18036,0.7305171809633266,9431839
12224,0.7305251705275378,10354472
16582,0.7305371898772639,10354214
20118,0.7305587592738365,10351054
11643,0.7305809974540363,9934020
11644,0.7305809974540363,9952851
20832,0.7306021782943224,9853970
20833,0.730606280377969,10039147
6604,0.7306280152484659,9908488
6024,0.7306280152484659,9806772
20149,0.7306533416088341,9716683
1518,0.7306553623461973,10324987
23677,0.7306596566503872,10308487
24894,0.7306596566503873,10314733
13764,0.7306710603196243,10348820
23919,0.7306793378899767,10339021
15322,0.7306830465791474,10310348
23038,0.7306926564626137,10318773
23307,0.7306987258190811,10349033
17908,0.730710949917863,10306219
24664,0.7307552970740108,10347292
18863,0.7307559857466156,10348809
1728,0.7307559857466156,10348809
22949,0.7307597669000696,10203214
8484,0.7307770782165819,10305539
25322,0.7308041507117231,10313392
61,0.7308579738022256,10340949
24234,0.7308855407075616,10339205
20903,0.7308952253827014,10281994
4428,0.7308952253827014,10328342
10869,0.7309048981131658,9654975
11883,0.7309555151500551,10333857
1519,0.7309678336904989,10331772
1506,0.7309761486456627,10310676
13989,0.7309964927728725,10332194
21192,0.7310409940449737,9654509
20763,0.7310446856539733,10339848
3196,0.7310790469565729,10348246
3247,0.7310790469565729,10348386
10623,0.7310816410039376,10291246
18122,0.7311102480033597,10355811
21859,0.7311212506703966,9280311
12758,0.7311435162095661,9967170
24088,0.7311639692565218,9628215
22008,0.7311742310199842,10332398
14233,0.7312296291902128,10347127
9941,0.7312433004463681,10327193
12654,0.731255790223643,9668087
21122,0.7312714659386702,10313447
637,0.7312831841062488,9395725
18109,0.7313134742422751,10005427
22431,0.7313421210945767,10118106
21168,0.7313803474423406,10337889
24228,0.7313965723875702,10353648
12298,0.7313970378130478,10349208
2358,0.7313970378130478,9703565
22469,0.7314121773232416,9832242
534,0.7314284014299625,9975644
16522,0.7314519108379336,10329061
20841,0.7314519108379336,10351318
13909,0.7314555967853482,10326204
8874,0.7314725741589438,10256881
2889,0.7314903554291647,10152285
24128,0.7314941019823161,10339750
14454,0.7315113827357606,9924550
12497,0.7315224614300699,10341524
18403,0.7315521889908171,10333201
2408,0.7315536586019616,9749808
2409,0.7315536586019616,9423263
4759,0.7315729709238568,10009257
1527,0.7315903539676902,9872234
3197,0.7316245654612334,10306698
18823,0.7316487153523867,10346999
17494,0.7316585474118626,10339604
18123,0.7316967947524935,9381290
6106,0.7317055556878069,10313849
18297,0.731740793188566,9930610
18296,0.731740793188566,10143022
18298,0.731740793188566,9854612
16143,0.7317782802329044,9443029
21123,0.7317971906884861,10326617
24818,0.7318024282294651,10339797
24819,0.7318024282294651,10325486
6139,0.7318189573430053,9485734
9603,0.7318653569595356,10009092
20604,0.731891336989537,10355488
21124,0.7319147039563454,10349418
11878,0.7319300850342697,9749224
21509,0.7319337741717282,10013858
21419,0.731952810504515,10355215
2089,0.7319623248694627,10345961
2827,0.7319723890425385,10303411
16057,0.7320450104138118,10347125
3058,0.7320507010813362,10339787
5243,0.7320531116882006,9960877
14494,0.73209435920387,10347007
14493,0.73209435920387,10347007
21694,0.7321043133697567,10318944
20899,0.7321202135509686,10330368
17909,0.7321277633864768,10318708
14217,0.7321298252909327,10313122
23027,0.7321298252909327,10313122
24984,0.7321383833637092,10335598
6823,0.7321612917353377,9473284
13657,0.7321612917353377,9768796
16179,0.7321745350524171,10285112
13182,0.7322513572717051,9722905
13183,0.7322513572717051,10171332
2202,0.7322653152995016,10313065
19423,0.7322785796317322,10338405
7434,0.7322913558708066,10091811
8554,0.7322913558708066,10091811
5174,0.7322913558708066,10091811
6419,0.7322913558708066,10091811
11258,0.7323590725194093,9705914
17653,0.7323804829526401,10339432
19209,0.7324047448032378,10348334
4069,0.7325057880274796,10318965
24974,0.7325352066208295,10347154
1646,0.7326132878466671,9538374
6107,0.7326163270849142,10313401
489,0.7326511996617817,9767286
20291,0.732696559131107,10318818
23149,0.7327546814849638,9774522
13473,0.732785330637993,10178711
7606,0.732791231289948,10349225
16058,0.7328011350771204,10309792
19238,0.732817522180554,10331729
21839,0.7328666237414061,10305992
7871,0.7328978745715892,10326543
3264,0.7329246995819096,10325373
24399,0.732942909413059,10348829
18964,0.7329509803048301,10347172
3776,0.7329544315336771,10346943
20717,0.7330162921788225,10307163
22611,0.7330196808945151,10331346
11099,0.7330439413031337,9998396
3398,0.733133745040796,10347090
3399,0.733133745040796,10347090
19098,0.7331339851237955,10325482
5603,0.7331552488509533,9628215
18683,0.7331607607064503,10348274
20397,0.7331700127439851,9945682
2838,0.733192533397521,10348842
19873,0.7332041682824331,9509670
3998,0.7332198058006377,10345986
9989,0.7332288339673656,9990587
21218,0.7332321936602295,10343069
8534,0.7332568244042983,9549363
9663,0.7332815178905929,9350932
9662,0.7332815178905929,9386257
24394,0.7333153739359504,10355931
16714,0.7333318804318989,10317504
12207,0.7333522301725356,10299342
4372,0.7333522301725356,9715590
22753,0.733377108362847,10319001
17764,0.7333854083699308,10306040
1087,0.7333939678406347,9949065
1088,0.7333939678406347,10171979
1089,0.7333939678406347,10299098
4943,0.7334629942156876,10097314
1428,0.7335388085164192,10346933
4007,0.7335388085164193,10345694
10314,0.7335512936689614,9591470
25256,0.7335614049173429,10314522
11587,0.7335943445971999,9462410
10619,0.7336146356087925,10339478
3817,0.7336332185643737,10202115
13494,0.7336833529870417,10063434
19754,0.7337358792783063,9898799
4694,0.7337364189469013,10333223
24109,0.7337443700771646,10354120
15821,0.733748589100119,10356069
14041,0.7338812848701999,10158999
3173,0.7338902527571896,10354214
23603,0.7339006783725686,10118106
24439,0.7339207992113481,10318940
15504,0.7339389972187089,10354455
21097,0.7339551307460394,10327617
4987,0.7339708004356852,9426835
22213,0.7339976679607432,10314764
20119,0.7340375387108131,10352087
19131,0.7340842226843705,10307085
25067,0.7340842226843705,10338679
4024,0.7341034126684889,10339671
23662,0.7341522351760652,10194278
17874,0.734170094755262,10346362
1383,0.7341743304817548,10348335
25228,0.7342156115844507,9712978
25227,0.7342156115844507,10278028
5604,0.7342330656011115,10329557
11733,0.7342521123179089,10033436
12759,0.7342584444318923,9854612
18307,0.7342782928477092,10322330
19968,0.7343130671295819,10356537
13474,0.7343453994723397,9693180
11804,0.7344112545223871,10354051
5548,0.734481785684929,10306362
25022,0.7344976751963295,10327988
2828,0.7344997596315073,10121478
3281,0.7344999092349589,10292115
23708,0.7345030746027221,10321909
24867,0.7345115560523068,10204811
7072,0.7345226093782282,9565514
146,0.7345246746757099,10339411
18969,0.7345297201133614,10350481
12944,0.7345583063459142,9973534
18919,0.7345918795496928,10311264
18824,0.7346068858100482,10354407
14042,0.734623005837576,9609521
24171,0.7346522747960573,10348239
22941,0.7347064256478998,10331729
21371,0.7347270697687768,10310662
20398,0.7347328649072937,10346590
2896,0.7348056764020039,10334333
20406,0.7348140264297046,10346649
20407,0.7348140264297046,10346649
15278,0.7348679624889982,10319037
15288,0.7348679624889982,10319037
25037,0.7348749905333845,10346928
25036,0.7348749905333845,10346928
6668,0.7348905682523456,9661452
13279,0.7349180838365252,9504020
24858,0.7349265902718884,10337627
19267,0.7349265902718884,10309496
23966,0.7349488111485478,10346391
16683,0.7349504029371261,10172169
19994,0.7349687656573123,10333061
22207,0.7349956338600558,10354221
16054,0.7349956338600558,10322438
2079,0.7350081825437709,10312751
12572,0.7350321465369303,9450978
20764,0.7350728145071754,10348972
23274,0.7351177686563974,10318930
22919,0.7351177686563974,10317887
16144,0.7351367383578544,9723463
12202,0.7351995974892928,9996113
16583,0.7352793878502486,10349245
13424,0.7352824166144245,10306407
17182,0.7352881295131917,10319861
3854,0.7352890162129748,10339716
18764,0.7352890162129748,10347013
1689,0.7352890162129748,10347013
24563,0.7353280249874754,10347985
3973,0.7353700804882655,10349197
1199,0.7353978337059117,10352088
9628,0.7354050502681099,9402189
12717,0.7354340943084428,9411916
13047,0.7354698471929281,10356082
14234,0.7354762311048244,10324428
8184,0.735478051337634,9638792
1647,0.7354792294931807,10306427
8446,0.735491005416144,10354102
16117,0.735491005416144,9402601
5084,0.7355815133106642,10318223
23504,0.7355856675887413,10354058
21337,0.7356059960828171,10098159
2853,0.7356186102467411,10328431
23327,0.735634731259143,10335637
639,0.7356352472117668,9290220
638,0.7356352472117668,9841758
18908,0.7356456416856302,9501945
9749,0.7356465369514477,9942055
17103,0.7356581821111475,10324507
19627,0.7357122286759419,10334820
20554,0.7357288040564691,9497580
3818,0.7357582543047407,10318853
8988,0.7357870136837309,9638792
18482,0.7357902713094033,10346076
21062,0.7358285784680036,10318984
6384,0.7358307378722995,10332439
4624,0.7358307378722995,10332439
5804,0.7358307378722995,10332439
5799,0.7358307378722995,10332439
17552,0.7358495230142628,10321501
16538,0.7358599022306276,10229587
6876,0.7358680728804738,9820142
24551,0.735870392592042,10356497
25038,0.7358882065137008,10354222
18404,0.7358897401757653,9924345
22483,0.7358937950765602,9930697
12878,0.7359020038118201,9411916
8014,0.7359039844160056,9942883
6499,0.7359039844160056,9942883
4454,0.7359039844160056,9942883
24851,0.7359250776301608,10314668
23688,0.7359250776301609,10309516
762,0.7359682540797416,10339021
308,0.7359762388491324,10348899
13179,0.7359841530435505,9935868
19758,0.7359954201010154,10320330
19783,0.7360042642358184,9898799
763,0.7360192052476069,10339020
22202,0.7360454554842248,10315449
22217,0.7360515956822504,10332162
17342,0.736059508155922,10020956
19593,0.7360854528055698,10339426
2393,0.7361053883728484,9716969
14723,0.7361118851507975,10348086
2633,0.7361118868302279,9760572
16953,0.7361118868302279,9760572
15417,0.7361882457464759,10341948
15418,0.7361882457464759,10341948
15419,0.7361882457464759,9924457
12539,0.7362022785937135,10315557
17532,0.7362190827514454,9930240
19008,0.7362239052617016,10348666
13288,0.736241200881145,9691146
19493,0.736268945462176,10334100
24261,0.736286243557688,10347113
15828,0.7362865932053313,10342485
8527,0.7363601812803628,9768501
1858,0.7364355513362841,9418649
108,0.7364488976505392,10346986
3623,0.7364488976505392,10346986
12127,0.7364582011856526,10349065
3992,0.7364650014946592,10306219
21071,0.7365456427359229,10313317
20399,0.7365915170603834,10310500
3959,0.736636639234848,9558559
464,0.736654016124323,10339716
23703,0.7366568644187399,9960918
19203,0.7366666200668937,10354407
23814,0.7367069799153937,9820142
24433,0.7367242025892389,10332387
20106,0.7367242025892389,10311427
9664,0.7367302137119358,10347070
11221,0.736742445913148,10045208
16421,0.7367759568078908,10351055
19138,0.7368007238998643,10347125
1814,0.7368292809151199,10347255
17237,0.7368292809151199,10339166
20718,0.7368485113982022,10309673
18308,0.7368592424996345,9706401
19028,0.7368879802890985,10348971
22344,0.7368928764815373,9326359
12203,0.7369444233833295,10339020
14779,0.7369565108800813,9905543
15059,0.7369565108800813,9905543
12953,0.7369705112680123,9465952
13883,0.7369705112680123,9465952
10388,0.7369705112680123,9465952
13658,0.7369952010102568,10104681
20637,0.737016924579216,10306698
15829,0.7370497204618485,10311695
17599,0.7370729978438675,10356899
3944,0.7370738897651987,10154932
10493,0.7370849906306003,9456296
2996,0.7371053558204866,9936448
3969,0.7371356172825608,10347045
11569,0.7371588296403628,10028077
4161,0.7371709002521658,9552140
16539,0.7371769361422388,9291701
23192,0.7371898951062683,9582242
24089,0.7372185559654802,10333599
19612,0.7372287847944425,10346734
8989,0.7372425064281275,10349440
2203,0.7372425064281275,9301320
20137,0.7372429266894492,10347749
19139,0.7372579490374526,10317897
2914,0.7372637149415513,10341094
20859,0.7372887740461374,10322802
16239,0.7373109254545072,10343054
19009,0.7373691919664389,9615374
17104,0.7373949524914678,9503466
3033,0.7374940286076159,9843989
819,0.737496314969947,10341462
3054,0.737496314969947,10341462
9533,0.7375492878513308,10349417
9534,0.7375492878513308,10349417
19239,0.7375640501025507,9721339
20427,0.7376025728712721,10318940
6877,0.7376125518781121,10346431
20719,0.737628913659131,10315492
15327,0.7376375285012868,10314253
23833,0.7376375285012868,7112806
19418,0.737641390194139,10347769
2449,0.737691307836734,10348820
18309,0.7376950255807903,10349066
11039,0.7377293815343542,10098159
21193,0.737777095763543,9705929
19204,0.7378329703037629,10315865
5142,0.7378392191576518,9930240
15313,0.7378456836103058,10333061
19099,0.7378488106481835,10345118
24091,0.7378965810428115,10346807
19487,0.737896720902667,10317904
479,0.7379193282740976,10164938
18124,0.7379363827645676,10310796
11463,0.7379424827134096,10348667
20499,0.7379874395864542,10340494
20794,0.7379931625980978,10346723
24028,0.7379959552324951,10355811
266,0.7380006868612348,10340968
23709,0.7380379265172716,10327765
1032,0.738061599198655,10348914
2041,0.7380696814010648,9413779
17831,0.7381152091127366,10339597
1602,0.7382039042898456,10327714
21034,0.7382039042898457,10341211
